Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
San Diego Padres,MLB,First Inning,38,29,1,3,1,0,1,4,8,13,0,0,0,.103,.289,.241,.530
Washington Nationals,MLB,First Inning,40,35,0,5,1,0,0,3,3,12,0,0,1,.143,.225,.171,.396
Washington Nationals,MLB,Second Inning,15,15,2,3,1,0,1,2,0,7,0,0,0,.200,.200,.467,.667
San Diego Padres,MLB,Second Inning,43,40,5,13,3,0,2,4,2,15,1,0,1,.325,.372,.550,.922
San Diego Padres,MLB,Third Inning,26,22,3,5,2,0,0,4,3,7,0,0,1,.227,.346,.318,.664
Washington Nationals,MLB,Third Inning,21,20,1,6,2,0,1,4,1,9,0,0,0,.300,.333,.550,.883
Washington Nationals,MLB,Fourth Inning,30,26,1,3,0,0,1,1,3,12,0,0,1,.115,.233,.231,.464
San Diego Padres,MLB,Fourth Inning,54,49,1,7,0,0,0,2,4,20,0,0,0,.143,.204,.143,.347
Washington Nationals,MLB,Fifth Inning,22,22,3,5,0,0,1,3,0,2,0,0,0,.227,.227,.364,.591
San Diego Padres,MLB,Fifth Inning,30,27,6,7,4,0,1,4,3,8,0,0,0,.259,.333,.519,.852
Washington Nationals,MLB,Sixth Inning,25,23,3,7,0,0,3,4,1,5,0,0,0,.304,.320,.696,1.016
San Diego Padres,MLB,Sixth Inning,40,37,7,12,3,0,3,13,3,12,0,0,0,.324,.375,.649,1.024
Washington Nationals,MLB,Seventh Inning,22,17,3,3,0,0,0,0,4,7,0,0,1,.176,.364,.176,.540
San Diego Padres,MLB,Seventh Inning,35,30,5,10,2,0,2,9,3,10,0,0,0,.333,.371,.600,.971
San Diego Padres,MLB,Eighth Inning,45,35,7,5,1,0,2,4,10,14,0,1,0,.143,.333,.343,.676
Washington Nationals,MLB,Eighth Inning,24,24,3,8,0,0,2,4,0,8,0,0,0,.333,.333,.583,.916
San Diego Padres,MLB,Ninth Inning,29,26,3,5,2,0,2,3,3,9,0,0,0,.192,.276,.500,.776
Washington Nationals,MLB,Ninth Inning,25,20,1,6,0,0,0,0,4,7,0,0,1,.300,.440,.300,.740
San Diego Padres,MLB,Extra Innings,4,3,0,0,0,0,0,1,0,2,0,0,1,.000,.250,.000,.250
