Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Washington Nationals,MLB,Bases Empty,124,112,,24,1,0,6,6,11,42,,,1,.214,.290,.384,.674
San Diego Padres,MLB,Bases Empty,190,170,,38,6,0,8,8,19,66,,,1,.224,.305,.400,.705
Washington Nationals,MLB,Bases Loaded,6,5,,0,0,0,0,2,0,1,,,0,.000,.000,.000,.000
San Diego Padres,MLB,Bases Loaded,6,4,,1,1,0,0,5,1,2,,,1,.250,.500,.500,1.000
San Diego Padres,MLB,Runner at 1st,65,55,,13,4,0,1,5,9,19,,,1,.236,.354,.364,.718
Washington Nationals,MLB,Runner at 1st,41,37,,11,1,0,1,2,3,13,,,1,.297,.366,.405,.771
Washington Nationals,MLB,Runners at 1st & 2nd,10,7,,1,0,0,0,0,1,1,,,2,.143,.400,.143,.543
San Diego Padres,MLB,Runners at 1st & 2nd,32,29,,8,4,0,3,15,3,9,,,0,.276,.344,.724,1.068
Washington Nationals,MLB,Runners at 1st & 3rd,6,5,,0,0,0,0,1,0,2,,,0,.000,.000,.000,.000
San Diego Padres,MLB,Runners at 1st & 3rd,12,10,,2,1,0,0,4,1,2,,,0,.200,.250,.300,.550
San Diego Padres,MLB,Runner at 2nd,26,22,,3,2,0,0,3,4,8,,,0,.136,.269,.227,.496
Washington Nationals,MLB,Runner at 2nd,24,23,,6,1,0,1,5,1,7,,,0,.261,.292,.435,.727
Washington Nationals,MLB,Runners at 2nd & 3rd,4,4,,1,0,0,0,1,0,1,,,0,.250,.250,.250,.500
San Diego Padres,MLB,Runners at 2nd & 3rd,4,2,,1,0,0,0,4,0,1,,,0,.500,.250,.500,.750
San Diego Padres,MLB,Runner at 3rd,9,6,,1,0,0,1,4,2,3,,,0,.167,.333,.667,1.000
Washington Nationals,MLB,Runner at 3rd,9,9,,3,1,0,1,4,0,2,,,0,.333,.333,.778,1.111
Washington Nationals,MLB,Scoring Position,59,53,,11,2,0,2,13,2,14,,,2,.208,.254,.358,.612
San Diego Padres,MLB,Scoring Position,89,73,,16,8,0,4,35,11,25,,,1,.219,.315,.493,.808
