Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
San Diego Padres,MLB,Home Games,157,138,17,28,4,0,8,26,16,53,0,1,1,.203,.287,.406,.693
Washington Nationals,MLB,Home Games,100,91,11,23,2,0,6,14,6,29,0,0,2,.253,.310,.473,.783
Washington Nationals,MLB,Away Games,124,111,6,23,2,0,3,7,10,40,0,0,2,.207,.282,.306,.588
San Diego Padres,MLB,Away Games,187,160,21,39,14,0,5,22,23,57,1,0,2,.244,.342,.425,.767
San Diego Padres,MLB,Day Games,135,122,13,25,4,0,7,13,12,53,0,0,0,.205,.274,.410,.684
Washington Nationals,MLB,Day Games,86,77,6,18,2,0,2,5,7,25,0,0,1,.234,.302,.338,.640
Washington Nationals,MLB,Night Games,138,125,11,28,2,0,7,16,9,44,0,0,3,.224,.290,.408,.698
San Diego Padres,MLB,Night Games,209,176,25,42,14,0,6,35,27,57,1,1,3,.239,.344,.420,.764
Washington Nationals,MLB,Leading Off,48,43,,9,1,0,2,2,4,14,,,1,.209,.292,.372,.664
San Diego Padres,MLB,Leading Off,101,94,,21,3,0,4,4,7,39,,,0,.223,.277,.383,.660
Washington Nationals,MLB,Late / Close,23,20,,4,0,0,1,2,2,9,,,1,.200,.304,.350,.654
San Diego Padres,MLB,Late / Close,34,27,,6,3,0,1,6,6,11,,,1,.222,.382,.444,.826
