Season,Age,Sprint Speed (ft/s),HP to 1st,Bolts,Pos Rank,Age Rank,Lg Rank,% Rank
2017,26,26.1,4.62,,27,60,449,33.2
2018,27,26.3,4.63,,28,51,428,36.2
2019,28,25.7,4.7,,31,54,501,26.8
2020,29,24.9,4.87,,41,37,439,12.4
2021,30,24.9,4.9,,52,52,570,15.7
2022,31,24.7,4.96,,39,45,588,5.8
