Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2008,2 Teams,,Minors,P,15,15,55.1,9,1,8,0,1,,1.000
2008,2 Teams,,Minors,P,15,15,55.1,9,1,8,0,1,,1.000
2008,Greeneville Astros,APP,ROK,P,13,13,49.2,7,0,7,0,0,,1.000
2008,Tri-City ValleyCats,NYP,A(Short),P,2,2,5.2,2,1,1,0,1,,1.000
2009,Lexington Legends,SAL,A(Full),P,26,26,144.2,21,2,17,2,0,,.905
2010,2 Teams,,Minors,P,27,26,158.2,22,7,13,2,2,,.909
2010,2 Teams,,Minors,P,27,26,158.2,22,7,13,2,2,,.909
2010,Corpus Christi Hooks,TEX,AA,P,21,20,127.0,18,6,11,1,2,,.944
2010,Round Rock Express,PCL,AAA,P,6,6,31.2,4,1,2,1,0,,.750
2011,Oklahoma City RedHawks,PCL,AAA,P,12,10,62.1,16,6,10,0,1,,1.000
2012,Oklahoma City RedHawks,PCL,AAA,P,7,7,40.2,7,1,6,0,0,,1.000
2013,Oklahoma City RedHawks,PCL,AAA,P,6,5,23.2,6,1,5,0,0,,1.000
2014,2 Teams,,Minors,P,2,1,8.1,3,2,1,0,0,,1.000
2014,2 Teams,,Minors,P,2,1,8.1,3,2,1,0,0,,1.000
2014,Modesto Nuts,CAL,A(Adv),P,1,1,3.2,0,0,0,0,0,,.000
2014,Colorado Springs Sky Sox,PCL,AAA,P,1,0,4.2,3,2,1,0,0,,1.000
2016,Albuquerque Isotopes,PCL,AAA,P,8,8,44.2,9,7,2,0,1,,1.000
2017,El Paso Chihuahuas,PCL,AAA,P,5,5,20.0,6,2,4,0,0,,1.000
2018,El Paso Chihuahuas,PCL,AAA,P,2,2,5.2,0,0,0,0,0,,.000
2019,Indianapolis Indians,INT,AAA,P,1,1,5.1,1,0,1,0,0,,1.000
,Greeneville Flyboys,APP,ROK,P,13,13,49.2,7,0,7,0,0,,1.000
,6 Teams,,AAA,P,48,44,238.2,52,20,31,1,2,,.981
,Corpus Christi Hooks,TEX,AA,P,21,20,127.0,18,6,11,1,2,,.944
,Modesto Nuts,CAL,A+,P,1,1,3.2,0,0,0,0,0,,.000
,Lexington Legends,ALPB,A,P,26,26,144.2,21,2,17,2,0,,.905
,Tri-City ValleyCats,NYP,A(Short),P,2,2,5.2,2,1,1,0,1,,1.000
,11 Teams,,Minors,P,111,106,569.1,100,29,67,4,5,,.960
Career Minors,11 Teams,,,P,111,106,569.1,100,29,67,4,5,,.960
