Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Baltimore Orioles,MLB,First Inning,,,3.66,32,,,32.0,135,33,14,13,5,5,26,1.19
Baltimore Orioles,MLB,Second Inning,,,4.78,32,,,32.0,147,39,18,17,4,14,30,1.66
Baltimore Orioles,MLB,Third Inning,,,7.04,31,,,30.2,149,46,25,24,6,12,23,1.89
Baltimore Orioles,MLB,Fourth Inning,,,2.73,30,,,29.2,118,25,9,9,2,6,18,1.04
Baltimore Orioles,MLB,Fifth Inning,,,4.44,28,,,26.1,111,26,15,13,5,9,20,1.33
Baltimore Orioles,MLB,Sixth Inning,,,4.32,20,,,16.2,68,14,8,8,2,5,15,1.14
Baltimore Orioles,MLB,Seventh Inning,,,2.89,13,,,9.1,37,11,4,3,2,1,11,1.29
Baltimore Orioles,MLB,Eighth Inning,,,6.75,3,,,1.1,6,2,1,1,0,0,1,1.50
Baltimore Orioles,MLB,Ninth Inning,,,0.00,1,,,1.0,3,0,0,0,0,0,0,0.00
