Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
New York Yankees,MLB,First Inning,69,66,11,20,7,0,3,13,2,15,1,1,0,.303,.319,.545,.864
New York Yankees,MLB,Second Inning,66,63,6,8,1,0,3,3,3,18,0,2,0,.127,.167,.286,.453
New York Yankees,MLB,Third Inning,52,45,7,9,2,0,1,5,4,13,1,1,2,.200,.288,.311,.599
New York Yankees,MLB,Fourth Inning,72,66,12,22,1,0,6,10,5,14,2,0,0,.333,.380,.621,1.001
New York Yankees,MLB,Fifth Inning,54,52,5,13,6,0,0,8,2,11,1,1,0,.250,.278,.365,.643
New York Yankees,MLB,Sixth Inning,63,59,9,18,2,0,2,9,4,13,1,0,0,.305,.349,.441,.790
New York Yankees,MLB,Seventh Inning,65,60,5,15,4,1,1,5,5,13,1,0,0,.250,.308,.400,.708
New York Yankees,MLB,Eighth Inning,64,59,10,16,2,0,7,15,5,16,1,0,0,.271,.328,.661,.989
New York Yankees,MLB,Ninth Inning,52,45,6,12,2,0,1,4,6,13,1,0,1,.267,.365,.378,.743
New York Yankees,MLB,Extra Innings,15,11,2,2,1,0,0,4,3,3,1,0,0,.182,.333,.273,.606
