BATTERS - TOR,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Gurriel Jr.LF,4,0,2,0,0,1,0,.312,.790
Guerrero1B,4,1,2,0,0,1,1,.285,.861
KirkC,3,0,0,0,1,0,1,.308,.861
BichetteSS,4,0,1,1,0,0,2,.259,.718
"Hernández, TRF",3,1,1,0,1,1,0,.270,.802
"Chapman, M3B",3,0,0,0,1,2,2,.246,.803
"Tapia, RCF",3,1,1,0,0,1,0,.281,.707
ZimmerCF,0,0,0,0,0,0,0,.107,.452
"Jansen, DDH",4,0,1,2,0,0,1,.223,.800
Espinal2B,4,0,0,0,0,0,1,.265,.691
,32,3,8,3,3,6,8,,
