PITCHERS - LAD,IP,H,R,ER,BB,SO,HR,ERA
Ferguson,1.0,0,0,0,0,3,0,1.78
Pepiot,2.0,3,1,0,4,2,0,3.78
"Vesia(W, 4-0)",1.1,0,0,0,1,2,0,2.42
Martin,1.0,0,0,0,0,1,0,3.83
Hembree,1.1,2,2,2,1,0,0,6.97
"Phillips, E(H, 17)",0.1,2,1,1,0,1,0,1.38
Bickford,1.0,1,0,0,0,2,0,4.85
Kimbrel,1.0,0,0,0,0,0,0,3.97
,9.0,8,4,3,6,11,0,
