BATTERS - SD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
KimSS,5,0,0,0,0,3,1,.256,.707
"Soto, JRF",3,1,2,0,2,1,0,.248,.881
"Machado, M3B",5,0,1,0,0,2,3,.305,.916
BellDH,5,1,2,0,0,0,3,.275,.813
ProfarLF,4,1,1,2,1,0,3,.241,.733
Cronenworth2B,4,0,2,1,1,0,0,.241,.727
Myers1B,1,0,0,0,0,1,1,.247,.644
Beaty1B,2,0,0,0,0,1,2,.100,.357
GrishamCF,3,0,0,0,1,2,4,.192,.658
"Nola, AuC",3,1,0,0,1,1,3,.244,.634
,35,4,8,3,6,11,20,,
