BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
JudgeCF,4,1,1,1,0,1,0,.307,1.089
LocastroLF,0,0,0,0,0,0,0,.154,.522
StantonDH,2,2,1,3,2,0,0,.217,.769
Torres2B,4,2,2,4,0,1,1,.240,.719
Donaldson3B,3,1,1,0,1,0,0,.224,.696
"Cabrera, ORF",4,1,1,2,0,1,1,.205,.540
AndújarLF,4,0,0,0,0,0,1,.256,.592
FlorialLF-CF,0,0,0,0,0,0,0,.097,.297
Kiner-FalefaSS,2,1,0,0,2,0,1,.267,.651
HigashiokaC,3,1,1,0,1,0,1,.203,.600
Gonzalez1B,4,1,1,0,0,1,1,.192,.586
,30,10,8,10,6,4,6,,
