Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Nashville Sounds,Triple-A,Batting Second,8,6,,2,0,0,1,3,2,1,,,0,.333,.500,.833,1.333
Buffalo Bisons,Triple-A,Batting Third,30,25,,9,2,0,3,7,4,6,,,1,.360,.467,.800,1.267
Buffalo Bisons,Triple-A,Batting Fourth,25,22,,5,2,0,1,4,2,5,,,1,.227,.320,.455,.775
