Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Nashville Sounds,Triple-A,Bases Empty,5,3,,0,0,0,0,0,2,0,,,0,.000,.400,.000,.400
Buffalo Bisons,Triple-A,Bases Empty,26,23,,5,1,0,2,2,2,8,,,1,.217,.308,.522,.830
Buffalo Bisons,Triple-A,Bases Loaded,3,3,,0,0,0,0,1,0,0,,,0,.000,.000,.000,.000
Buffalo Bisons,Triple-A,Runner at 1st,7,6,,3,2,0,0,0,1,1,,,0,.500,.571,.833,1.404
Nashville Sounds,Triple-A,Runner at 1st,1,1,,1,0,0,0,0,0,0,,,0,1.000,1.000,1.000,2.000
Buffalo Bisons,Triple-A,Runners at 1st & 2nd,5,4,,0,0,0,0,0,1,0,,,0,.000,.200,.000,.200
Nashville Sounds,Triple-A,Runners at 1st & 2nd,1,1,,1,0,0,1,3,0,0,,,0,1.000,1.000,4.000,5.000
Buffalo Bisons,Triple-A,Runners at 1st & 3rd,1,1,,1,0,0,1,3,0,0,,,0,1.000,1.000,4.000,5.000
Buffalo Bisons,Triple-A,Runner at 2nd,7,7,,2,0,0,1,2,0,2,,,0,.286,.286,.714,1.000
Buffalo Bisons,Triple-A,Runners at 2nd & 3rd,2,0,,0,0,0,0,0,2,0,,,0,.000,1.000,.000,1.000
Nashville Sounds,Triple-A,Runner at 3rd,1,1,,0,0,0,0,0,0,1,,,0,.000,.000,.000,.000
Buffalo Bisons,Triple-A,Runner at 3rd,4,3,,3,1,0,0,3,0,0,,,1,1.000,1.000,1.333,2.333
Buffalo Bisons,Triple-A,Scoring Position,22,18,,6,1,0,2,9,3,2,,,1,.333,.455,.722,1.177
Nashville Sounds,Triple-A,Scoring Position,2,2,,1,0,0,1,3,0,1,,,0,.500,.500,2.000,2.500
