Season,Team,Pos,PA,Depth (ft.),Angle
2018,TOR,3,600,109,35
2019,TOR,3,2123,109,34
2020,TOR,3,631,109,34
2021,MIL,3,1459,109,34
2021,TOR,3,519,110,35
2022,MIL,3,4785,110,34
