BATTERS - HOU,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Altuve2B,3,1,1,0,1,1,1,.156,.500
BrantleyDH,4,1,2,2,0,1,1,.273,.757
Bregman3B,3,0,0,0,1,1,2,.233,.766
TuckerRF,2,0,0,0,2,1,2,.121,.519
Gurriel1B,4,0,0,0,0,1,3,.167,.459
CastroC,3,0,0,0,1,1,0,.000,.333
DíazSS,2,0,1,0,1,0,0,.182,.644
SiriCF,4,0,0,0,0,3,4,.333,.956
McCormickLF,2,0,0,0,1,1,1,.320,.746
,27,2,4,2,7,10,14,,
