Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Iowa Cubs,Triple-A,vs Left,128,115,,31,8,0,6,22,11,34,,,2,.270,.344,.496,.840
Iowa Cubs,Triple-A,vs Right,301,244,,56,10,1,10,31,54,79,,,2,.230,.372,.402,.774
