,Season,Tm,LG,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
,2018,LAA,AL,40,147,135,14,24,3,0,6,15,9,45,2,0,3,.178,.245,.333,.578
,2019,LAA,AL,20,48,42,4,8,3,0,1,2,6,23,0,0,0,.190,.292,.333,.625
,2020,LAA,AL,34,102,94,16,26,6,2,0,5,8,28,2,0,0,.277,.333,.383,.716
,2021,LAA,AL,65,237,208,33,52,15,0,8,33,20,55,1,1,6,.250,.332,.438,.770
,2022,LAA,AL,135,564,495,73,139,22,2,23,65,60,120,5,3,4,.281,.360,.473,.833
,5 Seasons,LAA,AL,294,1098,974,140,249,49,4,38,120,103,271,10,4,13,.256,.333,.431,.764
