BATTERS - SD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
ProfarLF,4,0,1,0,0,0,0,.250,.683
"Soto, JRF",3,1,1,1,1,1,0,.239,.727
"Machado, M3B",4,0,0,0,0,2,2,.271,.910
Cronenworth2B,3,1,1,0,0,0,2,.239,.590
BellDH,3,0,1,1,0,1,1,.250,.714
1-AzocarPR-DH,0,1,0,0,0,0,0,.000,.000
a-MyersPH,1,0,0,0,0,1,0,.103,.340
Drury1B,3,0,1,0,1,2,1,.233,.625
KimSS,3,0,0,0,1,2,2,.186,.542
GrishamCF,4,0,0,0,0,2,3,.200,.729
"Nola, AuC",4,0,0,0,0,1,3,.225,.548
,32,3,5,2,3,12,14,,
