PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Severino, L(W, 4-1)",7.0,1,0,0,1,10,0,2.95
"King(H, 7)",1.0,0,0,0,0,1,0,3.00
"Holmes(S, 8)",1.0,0,0,0,0,1,0,0.34
,9.0,1,0,0,1,12,0,
