PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Severino, L",7.0,8,0,0,0,5,0,3.02
"Loáisiga(L, 1-2)",0.2,4,4,4,0,1,0,7.02
Castro,0.1,1,1,1,0,0,1,3.38
McKay,1.0,0,0,0,0,1,0,0.00
,9.0,13,5,5,0,7,1,
