BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieu3B,4,0,0,0,0,0,2,.252,.709
JudgeRF,4,0,1,0,0,2,0,.318,1.065
Rizzo1B,4,0,0,0,0,0,1,.228,.842
StantonDH,3,0,0,0,1,2,1,.297,.897
Torres2B,3,0,0,0,1,1,1,.234,.692
FlorialCF,3,0,0,0,0,1,2,.000,.000
Kiner-FalefaSS,3,0,0,0,0,0,0,.264,.629
GonzalezLF,3,0,1,0,0,1,0,.216,.547
BrantlyC,3,0,1,0,0,0,1,.333,1.000
,30,0,3,0,2,7,8,,
