BATTERS - CWS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
PollockRF,2,0,1,0,0,0,0,.571,1.285
1-VaughnPR-RF,2,0,1,1,0,0,1,.333,1.166
2-EngelPR-RF,1,0,0,0,0,1,0,.000,.000
Robert Jr.CF,4,1,2,0,0,0,2,.500,1.125
"Abreu, J1B",4,2,2,0,0,0,3,.286,.804
GrandalC,4,1,1,2,0,1,5,.143,.821
"Jiménez, ELF",4,0,1,2,0,0,0,.250,.500
SheetsDH,4,0,0,0,0,0,1,.000,.000
"Garcia, LeSS",4,0,0,0,0,1,0,.000,.000
Harrison2B,4,1,2,0,0,0,0,.250,.875
Burger3B,3,0,0,0,0,2,1,.167,.619
,36,5,10,5,0,5,13,,
