Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
FCL Astros,Rookie,vs Left,,,,1,,,2.1,7,0,,,0,0,4,0.00
Sugar Land Skeeters,Triple-A,vs Left,,,,2,,,5.2,19,2,,,1,0,7,0.35
Corpus Christi Hooks,Double-A,vs Left,,,,1,,,2.0,9,2,,,0,2,3,2.00
FCL Astros,Rookie,vs Right,,,,1,,,0.2,4,1,,,0,0,2,1.50
Sugar Land Skeeters,Triple-A,vs Right,,,,2,,,3.1,13,3,,,1,0,4,0.90
Corpus Christi Hooks,Double-A,vs Right,,,,1,,,1.2,4,0,,,0,0,0,0.00
