Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2019,LAD,NL,196,97,73,0,3,.264,24,3,23,828,4.224,.265,.077,.346,.318,1,2
2020,LAD,NL,137,66,47,0,1,.294,17,2,24,610,4.453,.161,.058,.909,.289,0,1
2021,LAD,NL,501,205,217,0,11,.274,46,11,79,2080,4.152,.202,.050,.574,.237,3,1
2022,LAD,NL,578,236,249,0,4,.276,53,11,95,2373,4.106,.166,.042,.583,.205,4,1
4 Seasons,LAD,NL,1412,604,586,0,19,.276,140,27,221,5891,4.172,.192,.051,.561,.240,8,5
