BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,5,1,1,0,0,0,0,.265,.846
LindorSS,4,2,1,0,0,2,0,.281,.841
McNeilLF,5,2,4,1,0,0,0,.361,.946
1-JankowskiPR-LF,0,0,0,0,0,0,0,.318,.718
AlonsoDH,4,2,1,1,1,0,3,.250,.740
Escobar3B,5,2,2,0,0,2,6,.263,.804
"Smith, Do1B",4,1,4,3,0,0,0,.250,.654
"Marte, SRF",4,0,1,3,0,0,3,.225,.604
Guillorme2B,4,0,1,1,0,1,2,.258,.716
NidoC,4,0,0,0,0,3,2,.188,.401
,39,10,15,9,1,8,16,,
