BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,4,0,0,0,1,1,2,.298,.988
"Freeman, F1B",4,1,1,0,1,0,1,.303,.874
TurnerSS,4,1,2,2,0,0,1,.298,.818
"Smith, W.D.C",3,0,0,0,1,2,2,.231,.725
RiosDH,2,0,0,0,1,2,2,.256,.831
"Turner, J3B",3,1,0,0,1,1,2,.222,.668
"Taylor, ChCF",3,0,1,0,1,2,0,.253,.786
Lux2B,3,0,0,0,1,2,4,.263,.682
PillarLF,4,0,0,0,0,1,4,.000,.000
,30,3,4,2,7,11,18,,
