Season,GB %,FB %,LD %,PU %,Pull %,Straight %,Oppo %,Weak %,Topped %,Under %,Flare/Burner %,Solid %,Barrel %,Barrel/PA
2018,36.7,28.9,25.6,8.9,42.2,34.4,23.3,2.2,30.0,35.6,21.1,2.2,7.8,4.8
2019,36.8,15.8,42.1,5.3,42.1,42.1,15.8,0.0,31.6,21.1,31.6,5.3,10.5,4.2
2020,45.5,25.8,28.8,0.0,19.7,45.5,34.8,4.5,31.8,24.2,24.2,10.6,4.5,2.9
2021,38.5,29.5,27.6,4.5,37.8,32.1,30.1,7.7,25.6,23.1,23.1,10.3,10.3,6.8
2022,35.5,31.3,27.1,6.1,38.4,36.1,25.5,3.4,25.0,25.3,26.3,7.4,12.4,8.3
Player,37.3,29.7,27.6,5.5,37.1,36.0,26.9,4.2,26.6,25.9,24.9,7.6,10.5,6.8
MLB,44.9,23.1,25.0,7.1,36.8,37.7,25.4,3.8,33.0,24.6,24.4,5.7,6.7,4.6
