Season,Pitches,Zone %,Zone Swing %,Zone Contact %,Chase %,Chase Contact %,Edge %,1st Pitch Swing %,Swing %,Whiff %,Meatball %,Meatball Swing %
2018,578,53.5,56.3,82.2,20.8,57.1,44.8,24.5,39.8,23.5,8.0,65.2
2019,207,49.5,57.0,71.9,24.5,28.0,42.1,25.0,40.6,41.7,6.9,71.4
2020,391,53.5,62.7,86.3,24.2,45.5,45.8,17.6,44.8,23.4,8.2,78.1
2021,874,51.7,67.5,82.3,25.1,53.8,40.8,32.1,47.0,25.1,8.1,83.1
2022,"2,297",50.1,62.2,83.9,20.6,58.9,44.3,26.2,41.4,22.2,7.0,78.9
Player,"4,347",51.2,62.3,83.1,22.0,54.6,43.7,26.4,42.6,24.0,7.5,77.5
MLB,,48.5,66.9,82.0,28.4,58.3,42.6,29.5,47.1,24.7,7.2,76.1
