PITCHERS - ATL,IP,H,R,ER,BB,SO,HR,ERA
Morton,6.0,2,1,1,1,9,0,4.93
"Minter(H, 5)",1.0,0,0,0,0,1,0,1.84
"Smith, W.M.(BS, 2)",0.1,2,4,0,1,0,0,3.95
"Jansen(W, 2-0)",1.2,0,0,0,0,2,0,2.63
,9.0,4,5,1,2,12,0,
