PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
Montas,5.0,5,2,2,2,4,0,3.59
Luetge,1.0,0,0,0,1,1,0,2.75
Trivino,0.2,1,0,0,0,0,0,5.59
"Chapman(W, 1-3)",1.1,0,0,0,0,2,0,3.94
"Effross(S, 2)",1.0,2,0,0,0,1,0,2.88
,9.0,8,2,2,3,8,0,
