BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
JudgeDH,3,0,0,0,1,3,3,.311,1.116
Rizzo1B,4,0,0,0,0,1,2,.227,.825
LeMahieu2B,3,0,1,0,1,0,1,.260,.736
Donaldson3B,4,0,0,0,0,2,3,.227,.696
"Cabrera, ORF",3,0,1,0,1,2,1,.245,.730
BaderCF,4,0,1,0,0,0,1,.254,.661
Kiner-FalefaSS,4,0,1,0,0,0,2,.263,.646
TrevinoC,3,0,0,0,1,1,2,.247,.662
"Hicks, ALF",2,1,0,0,1,2,3,.223,.657
,30,1,4,0,5,11,18,,
