Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Minnesota Twins,MLB,No Outs,192,175,,58,15,2,3,15,15,24,,,0,.331,.380,.491,.871
Minnesota Twins,MLB,One Out,176,157,,45,5,1,2,19,12,37,,,2,.287,.335,.369,.704
Minnesota Twins,MLB,Two Outs,183,169,,40,7,0,8,30,14,35,,,0,.237,.295,.420,.715
