,Season,Tm,LG,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
,2015,CLE,AL,81,288,267,25,60,8,1,6,21,18,58,0,1,2,.225,.279,.330,.609
,2017,CLE,AL,67,165,156,14,35,7,0,1,15,8,22,0,0,0,.224,.262,.288,.550
,2018,TOR,AL,19,46,43,7,10,1,0,1,3,2,10,0,0,1,.233,.283,.326,.609
,2019,NYY,AL,132,476,442,73,139,34,0,21,74,25,87,1,1,5,.314,.355,.534,.889
,2020,NYY,AL,43,174,151,24,45,11,0,6,30,18,25,1,0,1,.298,.368,.490,.858
,2021,NYY,AL,116,442,420,42,112,18,2,14,49,20,109,1,0,1,.267,.301,.419,.720
,2022,MIN,AL,144,551,501,61,143,27,3,13,64,41,96,1,0,2,.285,.338,.429,.767
,7 Seasons,4 Teams,,602,2142,1980,246,544,106,6,62,256,132,407,4,2,12,.275,.321,.428,.749
