PITCHERS - LAD,IP,H,R,ER,BB,SO,HR,ERA
"Kershaw(L, 4-1)",4.0,3,2,2,2,4,1,2.12
Almonte,1.1,0,0,0,0,1,0,1.17
Vesia,0.2,1,0,0,0,1,0,3.50
Ferguson,1.0,0,0,0,1,0,0,0.00
Kimbrel,0.1,1,1,1,2,1,0,4.42
"Phillips, E",0.2,0,0,0,0,2,0,2.22
,8.0,5,3,3,5,9,1,
