Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Columbus Clippers,Triple-A,vs Left,26,20,,3,0,0,0,1,5,2,,,0,.150,.320,.150,.470
Akron RubberDucks,Double-A,vs Left,57,51,,18,3,0,4,7,4,5,,,1,.353,.404,.647,1.051
Columbus Clippers,Triple-A,vs Right,94,83,,29,3,1,5,12,9,6,,,1,.349,.419,.590,1.009
Akron RubberDucks,Double-A,vs Right,164,142,,47,9,3,3,24,18,18,,,2,.331,.414,.500,.914
