Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2018,2 Teams,,Minors,CF,16,16,117.1,25,22,2,1,1,,.960
2018,2 Teams,,Minors,CF,16,16,117.1,25,22,2,1,1,,.960
2018,2 Teams,,Minors,CF,16,16,117.1,25,22,2,1,1,,.960
2018,AZL Indians 1,AZL,ROK,CF,12,12,84.1,16,13,2,1,1,,.938
2018,AZL Indians 1,AZL,ROK,DH,1,1,0.0,0,0,0,0,0,,.000
2018,Mahoning Valley Scrappers,NYP,A(Short),CF,4,4,33.0,9,9,0,0,0,,1.000
2019,Lynchburg Hillcats,CAR,A(Adv),LF,16,16,133.0,34,33,1,0,0,,1.000
2019,Lynchburg Hillcats,CAR,A(Adv),CF,91,91,776.0,225,215,7,3,0,,.987
2019,Lynchburg Hillcats,CAR,A(Adv),DH,15,15,0.0,0,0,0,0,0,,.000
2021,2 Teams,,Minors,DH,6,6,0.0,0,0,0,0,0,,.000
2021,2 Teams,,Minors,CF,45,45,379.1,99,93,3,3,0,,.970
2021,2 Teams,,Minors,LF,15,15,124.0,30,28,1,1,0,,.967
2021,2 Teams,,Minors,DH,6,6,0.0,0,0,0,0,0,,.000
2021,2 Teams,,Minors,CF,45,45,379.1,99,93,3,3,0,,.970
2021,2 Teams,,Minors,LF,15,15,124.0,30,28,1,1,0,,.967
2021,2 Teams,,Minors,DH,6,6,0.0,0,0,0,0,0,,.000
2021,2 Teams,,Minors,CF,45,45,379.1,99,93,3,3,0,,.970
2021,2 Teams,,Minors,LF,15,15,124.0,30,28,1,1,0,,.967
2021,Akron RubberDucks,EAS,AA,LF,12,12,100.0,30,28,1,1,0,,.967
2021,Akron RubberDucks,EAS,AA,CF,24,24,199.0,45,42,2,1,0,,.978
2021,Akron RubberDucks,EAS,AA,RF,11,11,94.0,23,23,0,0,0,,1.000
2021,Akron RubberDucks,EAS,AA,DH,4,4,0.0,0,0,0,0,0,,.000
2021,Columbus Clippers,INT,AAA,LF,3,3,24.0,0,0,0,0,0,,.000
2021,Columbus Clippers,INT,AAA,CF,21,21,180.1,54,51,1,2,0,,.963
2021,Columbus Clippers,INT,AAA,DH,2,2,0.0,0,0,0,0,0,,.000
,AZL Indians Red,AZL,ROK,CF,12,12,84.1,16,13,2,1,1,,.938
,AZL Indians Red,AZL,ROK,DH,1,1,0.0,0,0,0,0,0,,.000
,Columbus Clippers,INT,AAA,LF,3,3,24.0,0,0,0,0,0,,.000
,Columbus Clippers,INT,AAA,CF,21,21,180.1,54,51,1,2,0,,.963
,Columbus Clippers,INT,AAA,DH,2,2,0.0,0,0,0,0,0,,.000
,Akron RubberDucks,EAS,AA,LF,12,12,100.0,30,28,1,1,0,,.967
,Akron RubberDucks,EAS,AA,CF,24,24,199.0,45,42,2,1,0,,.978
,Akron RubberDucks,EAS,AA,RF,11,11,94.0,23,23,0,0,0,,1.000
,Akron RubberDucks,EAS,AA,DH,4,4,0.0,0,0,0,0,0,,.000
,Lynchburg Hillcats,CAR,A+,LF,16,16,133.0,34,33,1,0,0,,1.000
,Lynchburg Hillcats,CAR,A+,CF,91,91,776.0,225,215,7,3,0,,.987
,Lynchburg Hillcats,CAR,A+,DH,15,15,0.0,0,0,0,0,0,,.000
,Mahoning Valley Scrappers,,A(Short),CF,4,4,33.0,9,9,0,0,0,,1.000
,3 Teams,,Minors,LF,31,31,257.0,64,61,2,1,0,,.984
,5 Teams,,Minors,CF,152,152,1272.2,349,330,12,7,1,,.980
,1 Teams,,Minors,RF,11,11,94.0,23,23,0,0,0,,1.000
,4 Teams,,Minors,DH,22,22,0.0,0,0,0,0,0,,.000
,3 Teams,,Minors,LF,31,31,257.0,64,61,2,1,0,,.984
,5 Teams,,Minors,CF,152,152,1272.2,349,330,12,7,1,,.980
,1 Teams,,Minors,RF,11,11,94.0,23,23,0,0,0,,1.000
,4 Teams,,Minors,DH,22,22,0.0,0,0,0,0,0,,.000
,3 Teams,,Minors,LF,31,31,257.0,64,61,2,1,0,,.984
,5 Teams,,Minors,CF,152,152,1272.2,349,330,12,7,1,,.980
,1 Teams,,Minors,RF,11,11,94.0,23,23,0,0,0,,1.000
Career Minors,4 Teams,,,DH,22,22,0.0,0,0,0,0,0,,.000
