BATTERS - AZ,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
VarshoCF,4,1,1,0,1,1,1,.167,.625
"Marte, K2B",5,0,2,1,0,3,3,.200,.586
PeraltaLF,4,0,1,0,1,2,1,.172,.652
"Walker, C1B",5,0,0,0,0,3,5,.111,.583
"Smith, PRF",3,0,0,0,0,3,2,.143,.423
McCarthyRF,1,0,0,0,0,1,0,.125,.425
BeerDH,3,1,3,0,1,0,0,.400,1.055
"Kelly, CC",4,0,0,0,0,1,6,.000,.050
"Alcántara, SeSS",4,1,1,2,0,2,0,.143,.572
"Hernandez, Y3B",3,0,1,0,1,0,0,.143,.476
,36,3,9,3,4,16,18,,
