Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2015,78,81,76,69,66,76,65,35,87,50,45,8,20,6,98,,
2016,59,86,60,42,61,42,38,24,83,51,50,8,31,7,93,,
2017,,,,,,,,,75,,,,,,91,68,
2018,60,71,73,66,44,72,55,41,84,57,68,16,52,15,86,94,
2019,80,95,82,65,72,72,51,35,81,47,80,4,47,22,92,75,
2020,46,67,48,39,48,61,38,21,76,12,81,9,54,13,89,86,91
2021,70,83,57,40,78,53,49,21,87,40,67,40,51,31,83,69,81
2022,72,89,70,53,69,45,41,12,91,17,61,12,54,24,68,31,87
