Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2018,ATL,NL,P,4,0,6.0,1,1,0,0,0,,1.000
2019,ATL,NL,P,7,4,19.2,2,1,1,0,0,,1.000
2020,ATL,NL,P,8,8,38.0,7,4,3,0,0,,1.000
2021,ATL,NL,P,2,2,6.1,0,0,0,0,0,,.000
2022,ATL,NL,P,30,30,180.1,46,23,23,0,1,,1.000
5 Seasons,ATL,NL,P,51,44,250.1,56,29,27,0,1,,1.000
