BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Rizzo1B,4,1,2,1,1,1,0,.300,1.281
JudgeRF,4,1,2,1,1,1,2,.292,.870
DonaldsonDH,5,1,1,0,0,2,4,.217,.541
GalloLF,3,0,0,0,1,1,2,.188,.569
LeMahieu3B,4,0,2,1,0,1,0,.294,1.017
Torres2B,4,1,1,1,0,2,3,.278,.856
"Hicks, ACF",4,0,2,0,0,0,2,.353,.979
Kiner-FalefaSS,3,0,0,0,0,0,3,.059,.229
a-StantonPH,1,0,0,0,0,0,1,.238,.751
GonzalezSS,0,0,0,0,0,0,0,.000,.500
HigashiokaC,4,0,0,0,0,1,0,.056,.112
,36,4,10,4,3,9,17,,
