Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
New York Yankees,MLB,First Inning,118,102,16,28,8,0,9,19,10,15,0,0,5,.275,.364,.618,.982
New York Yankees,MLB,Second Inning,16,14,1,1,0,0,1,1,0,6,0,0,2,.071,.188,.286,.474
New York Yankees,MLB,Third Inning,71,60,10,11,3,1,2,9,10,17,0,2,1,.183,.310,.367,.677
New York Yankees,MLB,Fourth Inning,58,53,8,6,0,0,3,6,5,14,0,0,0,.113,.190,.283,.473
New York Yankees,MLB,Fifth Inning,53,48,9,11,0,0,5,13,3,8,0,0,2,.229,.302,.542,.844
New York Yankees,MLB,Sixth Inning,65,58,9,16,3,0,4,7,4,8,1,0,2,.276,.338,.534,.872
New York Yankees,MLB,Seventh Inning,56,47,10,12,1,0,3,10,5,13,1,1,4,.255,.375,.468,.843
New York Yankees,MLB,Eighth Inning,68,51,10,11,3,0,3,6,11,11,4,1,6,.216,.412,.451,.863
New York Yankees,MLB,Ninth Inning,31,25,3,6,2,0,2,3,6,7,0,0,0,.240,.387,.560,.947
New York Yankees,MLB,Extra Innings,12,7,1,2,1,0,0,1,4,2,0,1,1,.286,.583,.429,1.012
