Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Iowa Cubs,Triple-A,First Inning,50,46,10,18,2,1,5,15,3,8,1,0,1,.391,.440,.804,1.244
Iowa Cubs,Triple-A,Second Inning,25,20,3,8,0,0,2,5,5,2,0,0,0,.400,.520,.700,1.220
Iowa Cubs,Triple-A,Third Inning,39,38,6,13,2,1,2,12,0,6,1,0,1,.342,.359,.605,.964
Iowa Cubs,Triple-A,Fourth Inning,30,26,6,9,2,0,2,4,4,9,0,0,0,.346,.433,.654,1.087
Iowa Cubs,Triple-A,Fifth Inning,33,30,6,8,1,0,3,8,3,5,0,1,0,.267,.333,.600,.933
Iowa Cubs,Triple-A,Sixth Inning,30,29,5,10,5,0,4,6,1,4,0,0,0,.345,.367,.931,1.298
Iowa Cubs,Triple-A,Seventh Inning,30,28,7,14,5,0,2,5,2,7,0,1,0,.500,.533,.893,1.426
Iowa Cubs,Triple-A,Eighth Inning,29,26,4,7,0,0,3,7,2,8,0,0,1,.269,.345,.615,.960
Iowa Cubs,Triple-A,Ninth Inning,15,11,1,1,1,0,0,0,3,3,0,0,1,.091,.333,.182,.515
Iowa Cubs,Triple-A,Extra Innings,3,3,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
