PITCHERS - PHI,IP,H,R,ER,BB,SO,HR,ERA
"Wheeler(L, 1-2)",5.0,6,5,4,3,3,1,2.67
Bellatti,1.0,0,0,0,0,1,0,1.80
Brogdon,1.0,1,0,0,0,1,0,3.18
Hand,1.0,0,0,0,0,1,0,5.79
,8.0,7,5,4,3,6,1,
