BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,4,1,2,0,0,1,2,.272,.799
"Marte, SRF",2,0,1,0,0,1,0,.284,.775
1-PlummerPR-RF,1,0,0,0,0,1,0,.174,.686
LindorSS,3,0,0,0,0,2,4,.242,.727
"Davis, J3B",1,0,0,0,0,0,0,.261,.721
Alonso1B,4,0,0,0,0,1,4,.284,.914
McNeil2B,4,1,2,2,0,1,2,.324,.835
EscobarDH,3,0,0,0,1,2,0,.236,.698
CanhaLF,3,0,0,0,1,1,0,.294,.762
Guillorme3B-SS,3,0,0,0,0,1,2,.316,.792
MazeikaC,2,0,0,0,1,1,0,.178,.524
,30,2,5,2,3,12,14,,
