BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Duran, JaCF",4,0,0,0,0,4,3,.309,.858
Devers3B,3,2,2,5,1,0,0,.330,.985
MartinezDH,3,0,0,0,1,2,1,.307,.860
BogaertsSS,3,0,0,0,1,2,2,.311,.839
VerdugoLF,4,0,0,0,0,0,1,.257,.677
Story2B,4,0,1,0,0,1,0,.225,.722
Cordero1B,4,1,1,0,0,1,1,.249,.721
Bradley Jr.RF,2,0,0,0,0,0,1,.211,.569
a-RefsnyderPH-RF,2,0,0,0,0,1,0,.296,.856
PlaweckiC,2,2,1,0,1,0,0,.160,.500
,31,5,5,5,4,11,9,,
