BATTERS - CHC,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
MorelCF,5,1,2,0,0,1,1,.313,.968
ContrerasC,2,1,1,1,1,1,1,.260,.869
HigginsC,1,0,0,0,0,0,0,.273,.840
HappLF,3,2,1,1,1,1,3,.275,.828
"Suzuki, SRF",2,0,1,0,0,0,2,.245,.776
OrtegaRF,2,0,1,0,0,0,0,.219,.622
SchwindelDH,4,0,1,2,0,1,3,.227,.655
Wisdom3B,4,0,0,0,0,1,2,.217,.763
Rivas1B,4,0,0,0,0,0,1,.227,.708
HoernerSS,4,1,1,1,0,1,0,.277,.724
Villar2B,4,0,0,0,0,2,0,.239,.615
,35,5,8,5,2,8,13,,
