BATTERS - ATL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Acuña Jr.RF,5,0,0,0,1,2,2,.274,.802
SwansonSS,6,2,3,0,0,1,3,.302,.848
Olson1B,5,1,1,0,1,1,3,.254,.814
Riley3B,6,1,3,3,0,1,3,.282,.908
OzunaDH,4,0,1,0,1,0,2,.227,.704
"Rosario, ELF",4,0,0,1,0,2,2,.119,.357
"Contreras, WmC",4,0,2,0,1,1,3,.273,.924
Arcia2B,3,0,1,0,1,0,1,.254,.700
a-d'ArnaudPH,1,0,0,0,0,0,1,.265,.795
Gosselin2B,0,0,0,0,0,0,0,.261,.553
"Harris II, MCF",5,0,1,0,0,2,5,.300,.851
,43,4,12,4,5,10,25,,
