PITCHERS - TOR,IP,H,R,ER,BB,SO,HR,ERA
"Manoah(W, 16-7)",6.0,2,0,0,2,4,0,2.24
"Kikuchi(S, 1)",3.0,1,0,0,1,5,0,5.27
,9.0,3,0,0,3,9,0,
