BATTERS - ATL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Albies2B,5,1,1,1,0,1,3,.237,.938
Olson1B,4,1,3,1,1,0,0,.412,1.232
Riley3B,4,0,0,0,1,1,3,.270,.914
OzunaLF,4,1,1,1,0,1,3,.325,.958
HerediaRF,0,0,0,0,0,0,0,.182,.523
DuvallCF,3,1,1,0,1,1,1,.257,.693
"Dickerson, ADH",4,0,0,0,0,1,2,.059,.217
SwansonSS,4,1,2,0,0,1,1,.171,.542
"Rosario, ERF-LF",3,0,0,0,1,0,2,.038,.205
PiñaC,2,0,1,2,0,0,1,.125,.325
,33,5,9,5,4,6,16,,
