PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
Montgomery,6.0,6,3,3,1,4,2,3.26
Chapman,1.0,1,1,1,0,2,1,4.74
"Peralta, Wa",2.0,1,0,0,0,2,0,2.27
Holmes,1.0,1,0,0,1,3,0,1.31
"King(L, 6-2)",1.0,0,1,0,0,0,0,2.19
,11.0,9,5,4,2,11,3,
