Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2017,COL,NL,24,4,8,0,0,.214,1,1,5,103,4.292,.208,.000,1.000,.053,0,0
2018,COL,NL,202,68,63,0,1,.327,15,0,19,785,3.886,.317,.025,.281,.144,1,1
2019,COL,NL,539,216,224,1,1,.323,47,14,69,2249,4.173,.297,.045,.350,.200,3,1
2020,COL,NL,193,72,74,0,1,.286,16,4,25,841,4.358,.342,.047,.273,.203,2,0
2021,COL,NL,596,237,243,0,5,.306,56,14,76,2388,4.007,.247,.039,.401,.195,1,0
2022,COL,NL,597,219,227,0,3,.311,46,7,54,2559,4.286,.265,.034,.380,.168,2,0
6 Seasons,COL,NL,2151,816,839,1,11,.311,181,40,248,8925,4.149,.279,.038,.360,.183,9,2
