Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Colorado Rockies,MLB,First Inning,69,60,6,13,2,0,2,7,7,22,0,0,2,.217,.319,.350,.669
Colorado Rockies,MLB,Second Inning,77,67,7,14,3,0,0,1,8,20,3,2,1,.209,.299,.254,.553
Colorado Rockies,MLB,Third Inning,56,51,3,12,3,1,1,10,3,9,0,0,1,.235,.286,.392,.678
Colorado Rockies,MLB,Fourth Inning,70,59,12,16,3,0,3,7,11,21,1,0,0,.271,.386,.475,.861
Colorado Rockies,MLB,Fifth Inning,64,58,7,17,4,0,2,11,6,14,1,1,0,.293,.359,.466,.825
Colorado Rockies,MLB,Sixth Inning,74,65,9,17,1,2,4,11,9,16,1,0,0,.262,.351,.523,.874
Colorado Rockies,MLB,Seventh Inning,64,59,9,17,2,0,4,11,3,16,1,0,1,.288,.328,.525,.853
Colorado Rockies,MLB,Eighth Inning,66,57,7,15,4,0,2,6,9,21,0,0,0,.263,.364,.439,.803
Colorado Rockies,MLB,Ninth Inning,50,46,5,8,1,0,2,2,4,16,0,0,0,.174,.240,.326,.566
Colorado Rockies,MLB,Extra Innings,7,7,2,1,0,0,0,1,0,3,0,0,0,.143,.143,.143,.286
