BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
JudgeDH,2,0,1,0,1,0,1,.314,1.118
Rizzo1B,3,0,0,0,0,0,4,.223,.829
Torres2B,2,0,0,0,1,0,3,.253,.761
"Cabrera, ORF",3,1,1,0,0,1,3,.233,.709
BaderCF,3,0,1,0,0,1,1,.259,.675
"Hicks, ALF",3,1,0,0,0,1,2,.218,.646
TrevinoC,3,0,1,1,0,0,1,.255,.680
Gonzalez3B,3,0,0,0,0,0,1,.186,.580
PerazaSS,3,0,2,0,0,1,1,.296,.813
,25,2,6,1,2,4,17,,
