Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2015,25,25,14,17,45,9,14,20,52,12,92,69,96,78,78,,
2016,57,94,46,25,77,27,18,38,78,30,97,35,95,66,74,,
2017,81,99,78,57,80,53,35,51,62,45,98,45,95,79,74,94,
2018,87,66,79,75,95,86,59,53,75,37,95,95,95,90,58,85,
2019,63,66,59,53,68,47,33,50,84,32,89,63,95,82,72,90,
2020,84,67,84,86,80,87,66,48,95,32,79,78,91,77,59,15,6
2021,89,88,85,79,92,87,73,66,86,60,92,81,94,72,77,94,24
2022,54,62,55,53,75,72,39,25,95,32,95,75,94,55,81,85,23
