BATTERS - MIN,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
ArraezDH,4,0,0,0,0,0,0,.317,.803
CorreaSS,4,0,1,0,0,2,0,.282,.827
Miranda1B,4,0,0,0,0,0,2,.273,.782
Gordon2B,3,0,1,0,0,1,1,.275,.745
Urshela3B,3,0,1,0,0,0,1,.274,.746
CaveLF,3,0,0,0,0,1,1,.206,.647
WallnerRF,3,1,1,1,0,1,1,.333,1.666
ContrerasCF,3,0,0,0,0,1,1,.129,.448
LeonC,2,0,0,0,0,1,0,.154,.495
a-SanchezPH,1,0,0,0,0,0,0,.214,.666
"Hamilton, CC",0,0,0,0,0,0,0,.000,.000
,30,1,4,1,0,7,7,,
