Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Fresno Grizzlies,Triple-A,Bases Empty,,,,2,,,2.2,13,4,,,1,1,2,1.88
Corpus Christi Hooks,Double-A,Bases Empty,,,,1,,,3.2,13,0,,,0,1,3,0.27
Fresno Grizzlies,Triple-A,Runner at 1st,,,,2,,,2.2,6,0,,,0,0,0,0.00
Corpus Christi Hooks,Double-A,Runner at 1st,,,,1,,,0.2,3,1,,,0,0,2,1.50
Fresno Grizzlies,Triple-A,Runners at 1st & 2nd,,,,1,,,0.1,1,0,,,0,0,0,0.00
Corpus Christi Hooks,Double-A,Runners at 1st & 2nd,,,,1,,,0.0,1,0,,,0,1,0,-.--
Fresno Grizzlies,Triple-A,Runner at 2nd,,,,2,,,0.1,2,0,,,0,1,1,3.00
Fresno Grizzlies,Triple-A,Scoring Position,,,,2,,,0.2,3,0,,,0,1,1,1.50
Corpus Christi Hooks,Double-A,Scoring Position,,,,1,,,0.0,1,0,,,0,1,0,-.--
