Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Fresno Grizzlies,Triple-A,No Outs,,,,2,,,2.2,10,3,,,0,1,0,1.50
Corpus Christi Hooks,Double-A,No Outs,,,,1,,,1.2,6,0,,,0,0,2,0.00
Fresno Grizzlies,Triple-A,One Out,,,,2,,,1.1,5,1,,,1,0,1,0.75
Corpus Christi Hooks,Double-A,One Out,,,,1,,,1.1,6,1,,,0,1,1,1.50
Fresno Grizzlies,Triple-A,Two Outs,,,,2,,,2.0,7,0,,,0,1,2,0.50
Corpus Christi Hooks,Double-A,Two Outs,,,,1,,,1.1,5,0,,,0,1,2,0.75
