BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Hernández, KCF",3,0,0,0,0,2,0,.223,.642
PhamLF,2,0,0,0,1,1,0,.244,.703
BogaertsSS,2,0,0,0,1,0,1,.314,.848
MartinezDH,2,0,0,0,0,0,2,.269,.763
RefsnyderRF,2,0,1,0,0,0,0,.303,.864
Casas1B,2,0,0,0,0,1,2,.125,.675
Dalbec3B,2,0,0,0,0,0,0,.209,.637
Chang2B,2,0,0,0,0,0,0,.215,.618
WongC,2,0,0,0,0,1,0,.229,.653
,19,0,1,0,2,5,5,,
