Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Pittsburgh Pirates,MLB,First Inning,144,126,12,37,4,2,8,13,15,25,1,2,2,.294,.375,.548,.923
Pittsburgh Pirates,MLB,Second Inning,11,10,0,0,0,0,0,0,0,2,0,0,1,.000,.091,.000,.091
Pittsburgh Pirates,MLB,Third Inning,97,85,15,22,3,0,2,9,9,16,2,0,2,.259,.340,.365,.705
Pittsburgh Pirates,MLB,Fourth Inning,48,46,4,8,2,0,1,2,2,18,0,0,0,.174,.208,.283,.491
Pittsburgh Pirates,MLB,Fifth Inning,72,67,11,20,3,0,5,15,3,13,1,0,2,.299,.347,.567,.914
Pittsburgh Pirates,MLB,Sixth Inning,63,58,5,13,2,1,2,3,2,22,2,0,3,.224,.286,.397,.683
Pittsburgh Pirates,MLB,Seventh Inning,61,53,12,19,2,1,6,12,8,14,0,0,0,.358,.443,.774,1.217
Pittsburgh Pirates,MLB,Eighth Inning,67,57,7,12,0,0,2,4,9,18,0,1,1,.211,.328,.316,.644
Pittsburgh Pirates,MLB,Ninth Inning,45,35,7,10,2,0,1,3,7,12,1,0,3,.286,.444,.429,.873
Pittsburgh Pirates,MLB,Extra Innings,6,5,1,1,1,0,0,1,1,1,0,0,0,.200,.333,.400,.733
