Season,Age,Sprint Speed (ft/s),HP to 1st,Bolts,Pos Rank,Age Rank,Lg Rank,% Rank
2019,24,28.1,4.31,1,25,27,169,75.4
2020,25,28.2,4.3,1,15,16,85,83.2
2021,26,28.7,4.28,2,39,18,80,88.3
2022,27,28.3,4.34,1,47,33,157,75.0
