Year,Pitch Type,Team,RV/100,Run Value,Pitches,%,PA,BA,SLG,wOBA,Whiff%,K%,PutAway %,xBA,xSLG,xwOBA,Hard Hit %
2022,4-Seamer,,1.5,10,676,29.4,194,.290,.563,.406,19.1,18.0,16.3,.280,.534,.377,52.1
2022,Changeup,,0.0,0,421,18.3,105,.204,.323,.280,37.1,26.7,24.1,.223,.337,.293,27.7
2022,Curveball,,1.1,3,321,13.9,69,.286,.540,.383,33.5,21.7,16.3,.247,.372,.297,32.7
2022,Sinker,,1.6,5,308,13.4,76,.368,.632,.480,17.9,10.5,13.3,.330,.573,.421,65.0
2022,Slider,,0.2,0,287,12.5,88,.203,.324,.301,40.6,40.9,37.5,.175,.260,.270,39.5
2022,Cutter,,-1.3,-3,255,11.1,66,.207,.310,.295,26.7,27.3,23.7,.204,.269,.266,25.0
2022,Splitter,,-2.9,-1,35,1.5,10,.200,.200,.180,35.3,10.0,7.7,.241,.293,.235,11.1
2021,4-Seamer,,1.7,13,737,29.6,180,.331,.631,.454,14.5,14.4,12.5,.311,.667,.441,48.5
2021,Changeup,,1.1,5,436,17.5,110,.277,.386,.332,32.4,16.4,16.5,.280,.422,.335,34.5
2021,Slider,,2.5,10,415,16.6,107,.300,.589,.423,31.5,29.0,18.6,.269,.461,.366,38.3
2021,Sinker,,3.5,12,354,14.2,100,.375,.659,.480,15.2,15.0,17.2,.351,.627,.448,53.4
2021,Curveball,,0.4,1,286,11.5,64,.172,.276,.247,29.3,26.6,19.3,.213,.321,.263,26.2
2021,Cutter,,-0.2,0,186,7.5,56,.295,.432,.385,23.4,14.3,20.0,.328,.457,.409,32.4
2021,Splitter,,1.6,1,76,3.0,19,.294,.353,.376,46.2,21.1,12.9,.245,.412,.325,15.4
2021,N/A,,-3.5,0,3,0.1,1,.000,.000,.000,50.0,0.0,--,.100,.327,.179,0.0
2020,4-Seamer,,0.8,2,267,30.9,69,.237,.508,.368,26.0,27.5,21.6,.282,.604,.417,55.0
2020,Changeup,,1.8,3,141,16.3,34,.219,.406,.316,23.8,20.6,18.9,.241,.345,.280,28.0
2020,Sinker,,-1.0,-1,133,15.4,40,.219,.375,.343,13.8,12.5,15.6,.296,.479,.405,48.1
2020,Slider,,-3.3,-4,129,14.9,29,.077,.115,.147,39.7,37.9,19.0,.075,.089,.138,13.3
2020,Curveball,,-2.2,-3,127,14.7,21,.143,.286,.224,35.4,38.1,26.7,.215,.364,.246,23.1
2020,Cutter,,-3.1,-2,57,6.6,13,.154,.154,.138,31.0,38.5,41.7,.152,.203,.152,25.0
2020,Splitter,,-2.4,0,9,1.0,2,.000,.000,.000,50.0,100.0,33.3,--,--,.000,--
2019,4-Seamer,,3.2,22,675,31.1,184,.404,.669,.488,14.6,14.7,14.8,.353,.648,.440,52.9
2019,Sinker,,-1.1,-4,372,17.2,93,.253,.430,.365,17.4,14.0,13.7,.302,.447,.373,46.3
2019,Changeup,,0.3,1,312,14.4,83,.299,.390,.332,38.7,22.9,22.9,.253,.305,.272,13.6
2019,Slider,,0.4,1,302,13.9,73,.246,.443,.358,40.1,31.5,22.3,.225,.374,.326,39.5
2019,Curveball,,2.9,8,269,12.4,57,.273,.400,.353,35.1,42.1,26.7,.234,.343,.261,29.0
2019,Cutter,,-0.6,-1,145,6.7,35,.250,.500,.349,21.4,17.1,13.6,.331,.567,.402,50.0
2019,Splitter,,1.9,1,61,2.8,12,.333,.333,.300,62.5,41.7,23.8,.294,.353,.284,42.9
