Season,Age,Pitches,"Batted
Balls",Barrels,Barrel %,Barrel/PA,"Exit
Velocity",Max EV,"Launch
Angle","Sweet
Spot %",XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%
2019,24,2168,373,25,6.7,4.6,89.5,112.1,9.4,37.0,.293,.474,.371,.359,.429,41.6,22.2,8.4
2020,25,863,128,13,10.2,6.3,87.5,110.7,10.2,35.2,.228,.403,.278,.314,.387,38.3,27.4,10.1
2021,26,2493,444,46,10.4,7.1,89.4,112.7,13.4,39.9,.294,.523,.385,.386,.438,40.8,18.4,11.6
2022,27,2303,403,32,7.9,5.2,90.2,113.2,12.0,35.5,.249,.416,.349,.329,.385,42.9,23.0,9.1
Player,,7827,1348,116,8.6,5.8,89.5,113.2,11.6,37.3,.273,.464,.359,.354,.415,41.4,21.7,9.8
MLB,,,,,6.7,4.6,88.4,122.4,12.1,33.0,.245,.405,.316,.315,.368,35.8,22.1,8.4
