Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2015,,,,,,,,,56,,,,,,39,,
2016,,,,,,,,,52,,,,,,52,,
2017,,,,,,,,,50,,,,,,51,72,
2018,17,69,14,5,31,2,2,2,49,5,90,7,90,25,40,98,
2019,18,72,12,5,40,12,8,18,65,12,96,21,90,42,38,43,
2020,54,79,29,10,84,1,2,25,41,18,95,73,89,77,39,87,57
2021,13,42,10,6,25,12,8,7,63,15,92,23,82,58,41,16,57
2022,22,77,16,6,41,5,3,7,50,3,95,12,92,41,29,98,45
