Name,Year,0ft,5ft,10ft,15ft,20ft,25ft,30ft,35ft,40ft,45ft,50ft,55ft,60ft,65ft,70ft,75ft,80ft,85ft,90ft
"Rojas, Miguel - RHB",2015,0.00,0.56,0.87,1.14,1.39,1.62,1.85,2.06,2.27,2.47,2.66,2.85,3.04,3.23,3.41,3.60,3.78,3.97,4.17
"Rojas, Miguel - RHB",2016,0.00,0.54,0.85,1.12,1.37,1.60,1.82,2.03,2.23,2.43,2.62,2.81,2.99,3.18,3.36,3.54,3.72,3.91,4.10
"Rojas, Miguel - RHB",2017,0.00,0.55,0.85,1.12,1.37,1.60,1.81,2.02,2.22,2.42,2.61,2.79,2.98,3.16,3.34,3.53,3.71,3.89,4.08
"Rojas, Miguel - RHB",2018,0.00,0.54,0.85,1.12,1.37,1.61,1.83,2.04,2.24,2.44,2.63,2.82,3.01,3.20,3.38,3.57,3.75,3.94,4.14
"Rojas, Miguel - RHB",2019,0.00,0.55,0.86,1.13,1.39,1.62,1.84,2.05,2.26,2.46,2.65,2.84,3.03,3.22,3.41,3.59,3.78,3.97,4.17
"Rojas, Miguel - RHB",2020,0.00,0.56,0.90,1.18,1.44,1.67,1.89,2.10,2.30,2.50,2.69,2.88,3.07,3.26,3.44,3.63,3.81,4.00,4.20
"Rojas, Miguel - RHB",2021,0.00,0.56,0.89,1.16,1.41,1.64,1.86,2.07,2.27,2.46,2.66,2.85,3.03,3.22,3.40,3.59,3.78,3.97,4.17
"Rojas, Miguel - RHB",2022,0.00,0.56,0.89,1.17,1.42,1.65,1.87,2.08,2.28,2.48,2.67,2.86,3.05,3.24,3.42,3.61,3.80,3.99,4.20

